Bar Size,Directed by,Episode title,Guest star,No. in Season,No. in Series,No.,Appearances,Original air date,Production Code (Characters),Production Code,Role(s),Season (Characters),Season,Synopsis,Title,U.S. Viewers,Written by
1000,Steven Dean Moore,"""Eight Misbehavin'""",Jan Hooks,7,233,233–1107,1,11/21/1999,BABF03,BABF03,Manjula Nahasapeemapetilon,11,11,"After Manjula gives birth to octuplets that were the result of fertility drugs, she and Apu unintentionally allow a zookeeper to exploit their babies in exchange for help after corporate sponsors abandon them for a mom that has given birth to nontuplets in Shelbyville. After a failed rescue attempt by Homer and Apu, the zoo keeper agrees to return the babies only if Butch Patrick and Homer ride a tricycle dressed as Eddie Munster on stage while attacked by cobras.","""Eight Misbehavin'""",0.0,Matt Selman
1000,Steven Dean Moore,"""Eight Misbehavin'""",Frank Welker,7,233,233–1107,1,11/21/1999,BABF03,BABF03,Zoo animals,11,11,"After Manjula gives birth to octuplets that were the result of fertility drugs, she and Apu unintentionally allow a zookeeper to exploit their babies in exchange for help after corporate sponsors abandon them for a mom that has given birth to nontuplets in Shelbyville. After a failed rescue attempt by Homer and Apu, the zoo keeper agrees to return the babies only if Butch Patrick and Homer ride a tricycle dressed as Eddie Munster on stage while attacked by cobras.","""Eight Misbehavin'""",0.0,Matt Selman
1000,Neil Affleck,"""Take My Wife, Sleaze""",Jay North,8,234,234–1108,1,11/28/1999,BABF05,BABF05,Himself,11,11,"Homer wins a Harley-Davidson motorcycle at a fifties dancing contest and starts his own biker gang, naming it ""Hell's Satans"". However, this attracts the real biker gang called ""Hell's Satans"" to crash at their house. However, after a while, they begin to appreciate Marge, who takes care of them, and kidnaps her. Homer tracks them down and scuffles with Meathook, the leader. At Marge's suggestion, the gang settles down and lives normal lives.","""Take My Wife, Sleaze""",0.0,John Swartzwelder
1000,Neil Affleck,"""Take My Wife, Sleaze""",Jan Hooks,8,234,234–1108,1,11/28/1999,BABF05,BABF05,Manjula Nahasapeemapetilon,11,11,"Homer wins a Harley-Davidson motorcycle at a fifties dancing contest and starts his own biker gang, naming it ""Hell's Satans"". However, this attracts the real biker gang called ""Hell's Satans"" to crash at their house. However, after a while, they begin to appreciate Marge, who takes care of them, and kidnaps her. Homer tracks them down and scuffles with Meathook, the leader. At Marge's suggestion, the gang settles down and lives normal lives.","""Take My Wife, Sleaze""",0.0,John Swartzwelder
1000,Neil Affleck,"""Take My Wife, Sleaze""",John Goodman,8,234,234–1108,1,11/28/1999,BABF05,BABF05,Meathook,11,11,"Homer wins a Harley-Davidson motorcycle at a fifties dancing contest and starts his own biker gang, naming it ""Hell's Satans"". However, this attracts the real biker gang called ""Hell's Satans"" to crash at their house. However, after a while, they begin to appreciate Marge, who takes care of them, and kidnaps her. Homer tracks them down and scuffles with Meathook, the leader. At Marge's suggestion, the gang settles down and lives normal lives.","""Take My Wife, Sleaze""",0.0,John Swartzwelder
1000,Neil Affleck,"""Take My Wife, Sleaze""",NRBQ,8,234,234–1108,1,11/28/1999,BABF05,BABF05,Perform various songs,11,11,"Homer wins a Harley-Davidson motorcycle at a fifties dancing contest and starts his own biker gang, naming it ""Hell's Satans"". However, this attracts the real biker gang called ""Hell's Satans"" to crash at their house. However, after a while, they begin to appreciate Marge, who takes care of them, and kidnaps her. Homer tracks them down and scuffles with Meathook, the leader. At Marge's suggestion, the gang settles down and lives normal lives.","""Take My Wife, Sleaze""",0.0,John Swartzwelder
1000,Neil Affleck,"""Take My Wife, Sleaze""",Henry Winkler,8,234,234–1108,1,11/28/1999,BABF05,BABF05,Ramrod,11,11,"Homer wins a Harley-Davidson motorcycle at a fifties dancing contest and starts his own biker gang, naming it ""Hell's Satans"". However, this attracts the real biker gang called ""Hell's Satans"" to crash at their house. However, after a while, they begin to appreciate Marge, who takes care of them, and kidnaps her. Homer tracks them down and scuffles with Meathook, the leader. At Marge's suggestion, the gang settles down and lives normal lives.","""Take My Wife, Sleaze""",0.0,John Swartzwelder
1000,Matthew Nastuk,"""Grift of the Magi""",Joe Mantegna,9,235,235–1109,1,12/19/1999,BABF07,BABF07,Fat Tony,11,11,"Principal Skinner hires Fat Tony's construction company to build wheelchair ramps for the school. These ramps promptly break down, forcing Skinner to close down Springfield Elementary. However, a toy company led by Jim Hope takes over the school; in school, the children are only taught to provide marketing schemes and suggestions. Soon, a new toy called Funzo that mysteriously resembles the children's ideas is invented. After a brief showdown Gary Coleman and the Funzo, things return to normal as Burns decides to fund the school after a visit from the three Christmas spirits.","""Grift of the Magi""",7.8,Tom Martin
1000,Matthew Nastuk,"""Grift of the Magi""",Gary Coleman,9,235,235–1109,1,12/19/1999,BABF07,BABF07,Himself,11,11,"Principal Skinner hires Fat Tony's construction company to build wheelchair ramps for the school. These ramps promptly break down, forcing Skinner to close down Springfield Elementary. However, a toy company led by Jim Hope takes over the school; in school, the children are only taught to provide marketing schemes and suggestions. Soon, a new toy called Funzo that mysteriously resembles the children's ideas is invented. After a brief showdown Gary Coleman and the Funzo, things return to normal as Burns decides to fund the school after a visit from the three Christmas spirits.","""Grift of the Magi""",7.8,Tom Martin
1000,Matthew Nastuk,"""Grift of the Magi""",Tim Robbins,9,235,235–1109,1,12/19/1999,BABF07,BABF07,Jim Hope,11,11,"Principal Skinner hires Fat Tony's construction company to build wheelchair ramps for the school. These ramps promptly break down, forcing Skinner to close down Springfield Elementary. However, a toy company led by Jim Hope takes over the school; in school, the children are only taught to provide marketing schemes and suggestions. Soon, a new toy called Funzo that mysteriously resembles the children's ideas is invented. After a brief showdown Gary Coleman and the Funzo, things return to normal as Burns decides to fund the school after a visit from the three Christmas spirits.","""Grift of the Magi""",7.8,Tom Martin
1000,Matthew Nastuk,"""Grift of the Magi""",Clarence Clemons,9,235,235–1109,1,12/19/1999,BABF07,BABF07,Narrator,11,11,"Principal Skinner hires Fat Tony's construction company to build wheelchair ramps for the school. These ramps promptly break down, forcing Skinner to close down Springfield Elementary. However, a toy company led by Jim Hope takes over the school; in school, the children are only taught to provide marketing schemes and suggestions. Soon, a new toy called Funzo that mysteriously resembles the children's ideas is invented. After a brief showdown Gary Coleman and the Funzo, things return to normal as Burns decides to fund the school after a visit from the three Christmas spirits.","""Grift of the Magi""",7.8,Tom Martin
1000,Mark Kirkland,"""Little Big Mom""",Elwood Edwards,10,236,236–1110,1,1/9/2000,BABF04,BABF04,Virtual doctor,11,11,"While the Simpson family goes skiing, Marge remains at the ski lodge due to her fear of skiing, only to break her leg from a falling clock. As a result, while hospitalised, Marge leaves Lisa to deal with the slovenly Bart and Homer, who do nothing but take their toll on their house. However, in an attempt to motivate them, she pulls a prank suggested by the ghost of Lucille Ball on Bart and Homer by making it look like they have leprosy. At Ned Flanders' suggestion, Bart and Homer end up in Hawaii; with them gone, Lisa finishes cleaning the house as Marge arrives home, her cast off. The pair then go to retrieve Homer and Bart, who are enjoying themselves despite the shock therapy.","""Little Big Mom""",0.0,Carolyn Omine
1000,Nancy Kruse,"""Faith Off""",Don Cheadle,11,237,237–1111,1,1/16/2000,BABF06,BABF06,Brother Faith,11,11,"Bart believes he has the power to heal others through faith after removing a bucket glued to Homer's head. However, when Bart knocks Milhouse's glasses off in order to cure his myopia, Milhouse is nearly run over by a truck that he thinks is a dog as he cannot see without his glasses. Consequently, Bart, feeling guilty, ends his career as a faith healer. Meanwhile, Homer creates a homecoming game float for Springfield University. However, he soon forgets about it, and accidentally injures the star player, Anton Lubchenko. After getting in trouble with Fat Tony, Homer is saved when Lubchenko sacrifices his leg to win the game; the leg is surgically reattached by Doctor Hibbert, who is relieved at the end of Bart's healing career.","""Faith Off""",0.0,Frank Mula
1000,Nancy Kruse,"""Faith Off""",Joe Mantegna,11,237,237–1111,1,1/16/2000,BABF06,BABF06,Fat Tony,11,11,"Bart believes he has the power to heal others through faith after removing a bucket glued to Homer's head. However, when Bart knocks Milhouse's glasses off in order to cure his myopia, Milhouse is nearly run over by a truck that he thinks is a dog as he cannot see without his glasses. Consequently, Bart, feeling guilty, ends his career as a faith healer. Meanwhile, Homer creates a homecoming game float for Springfield University. However, he soon forgets about it, and accidentally injures the star player, Anton Lubchenko. After getting in trouble with Fat Tony, Homer is saved when Lubchenko sacrifices his leg to win the game; the leg is surgically reattached by Doctor Hibbert, who is relieved at the end of Bart's healing career.","""Faith Off""",0.0,Frank Mula
1000,Michael Polcino,"""The Mansion Family""",Britney Spears,12,238,238–1112,1,1/23/2000,BABF08,BABF08,Herself,11,11,"Mr. Burns goes to the Mayo Clinic for a checkup after being declared the oldest man in Springfield, leaving the Simpsons to house-sit for him and Homer to take advantage of living as a rich man. However, when Homer wants to throw a party, he goes to Moe's, where he must buy the alcohol in international waters as it is Sunday before 2 PM. There, they are captured by Chinese pirates. Later, Burns discovers that as a result of having all the existing diseases, he is perfectly healthy as all the germs simply cancel each other out. Consequently, he returns and kicks out the Simpsons, who have not even enjoyed being rich, causing Homer to be extremely bitter and resentful.","""The Mansion Family""",11.3,John Swartzwelder
1000,Lance Kramer,"""Saddlesore Galactica""",Jim Cummings,13,239,239–1113,1,2/6/2000,BABF09,BABF09,Duncan,11,11,"The Simpsons rescue a diving horse named Duncan from abuse and keep him as a pet (despite Comic Book Guy's protest that the Simpsons have done this before), but when the cost of upkeeping the horse rises, Homer and Bart train Duncan to be a racing horse. Meanwhile, Lisa is upset over her school losing the band competition to Ogdenville unfairly at the state fair and writes a letter to Bill Clinton in protest.","""Saddlesore Galactica""",9.6,Tim Long
1000,Lance Kramer,"""Saddlesore Galactica""",Fred Turner,13,239,239–1113,1,2/6/2000,BABF09,BABF09,Himself,11,11,"The Simpsons rescue a diving horse named Duncan from abuse and keep him as a pet (despite Comic Book Guy's protest that the Simpsons have done this before), but when the cost of upkeeping the horse rises, Homer and Bart train Duncan to be a racing horse. Meanwhile, Lisa is upset over her school losing the band competition to Ogdenville unfairly at the state fair and writes a letter to Bill Clinton in protest.","""Saddlesore Galactica""",9.6,Tim Long
1000,Lance Kramer,"""Saddlesore Galactica""",Randy Bachman,13,239,239–1113,1,2/6/2000,BABF09,BABF09,Himself,11,11,"The Simpsons rescue a diving horse named Duncan from abuse and keep him as a pet (despite Comic Book Guy's protest that the Simpsons have done this before), but when the cost of upkeeping the horse rises, Homer and Bart train Duncan to be a racing horse. Meanwhile, Lisa is upset over her school losing the band competition to Ogdenville unfairly at the state fair and writes a letter to Bill Clinton in protest.","""Saddlesore Galactica""",9.6,Tim Long
1000,Lance Kramer,"""Saddlesore Galactica""",Trevor Denman,13,239,239–1113,1,2/6/2000,BABF09,BABF09,Track announcer,11,11,"The Simpsons rescue a diving horse named Duncan from abuse and keep him as a pet (despite Comic Book Guy's protest that the Simpsons have done this before), but when the cost of upkeeping the horse rises, Homer and Bart train Duncan to be a racing horse. Meanwhile, Lisa is upset over her school losing the band competition to Ogdenville unfairly at the state fair and writes a letter to Bill Clinton in protest.","""Saddlesore Galactica""",9.6,Tim Long
1000,Jim Reardon,"""Missionary: Impossible""",Betty White,14,240,241–1115,1,2/13/2000,BABF11,BABF11,Herself,11,11,"Maude Flanders is killed in a freak accident during a stock car race, devastating Ned and prompting Homer to find a new woman for his grieving neighbor. However, Ned begins losing his faith in God before being prompted back by a Christian rock band.","""Alone Again, Natura-diddily""",10.8,Ian Maxtone-Graham
1000,Steven Dean Moore,"""Alone Again, Natura-Diddily""",Frank Welker,15,241,240–1114,1,2/20/2000,BABF10,BABF10,Parrot,11,11,"Homer gets in trouble with PBS after confessing he does not have $10,000 to give them for their pledge drive--and ends up a missionary on a South Pacific island.","""Missionary: Impossible""",0.0,Ron Hauge
1000,Steven Dean Moore,"""Alone Again, Natura-Diddily""",Shawn Colvin,15,241,240–1114,1,2/20/2000,BABF10,BABF10,Rachel Jordan,11,11,"Homer gets in trouble with PBS after confessing he does not have $10,000 to give them for their pledge drive--and ends up a missionary on a South Pacific island.","""Missionary: Impossible""",0.0,Ron Hauge
1000,Jen Kamerman,"""Kill the Alligator and Run""",Charlie Rose,19,245,245–1119,1,4/30/2000,BABF16,BABF16,Himself,11,11,"Homer has a nervous breakdown when it is revealed on a quiz that he only has three years left to live. To calm him down, the family goes to Florida for vacation--and end up in the middle of a raucous spring break, where Homer joins in on the party and ends up getting himself and his family in trouble for killing the county's beloved mascot: an alligator named Captain Jack.","""Kill the Alligator and Run""",7.5,John Swartzwelder
1000,Jen Kamerman,"""Kill the Alligator and Run""",Joe C.,19,245,245–1119,1,4/30/2000,BABF16,BABF16,Himself,11,11,"Homer has a nervous breakdown when it is revealed on a quiz that he only has three years left to live. To calm him down, the family goes to Florida for vacation--and end up in the middle of a raucous spring break, where Homer joins in on the party and ends up getting himself and his family in trouble for killing the county's beloved mascot: an alligator named Captain Jack.","""Kill the Alligator and Run""",7.5,John Swartzwelder
1000,Jen Kamerman,"""Kill the Alligator and Run""",Kid Rock,19,245,245–1119,1,4/30/2000,BABF16,BABF16,Himself,11,11,"Homer has a nervous breakdown when it is revealed on a quiz that he only has three years left to live. To calm him down, the family goes to Florida for vacation--and end up in the middle of a raucous spring break, where Homer joins in on the party and ends up getting himself and his family in trouble for killing the county's beloved mascot: an alligator named Captain Jack.","""Kill the Alligator and Run""",7.5,John Swartzwelder
1000,Jen Kamerman,"""Kill the Alligator and Run""",Robert Evans,19,245,245–1119,1,4/30/2000,BABF16,BABF16,Himself,11,11,"Homer has a nervous breakdown when it is revealed on a quiz that he only has three years left to live. To calm him down, the family goes to Florida for vacation--and end up in the middle of a raucous spring break, where Homer joins in on the party and ends up getting himself and his family in trouble for killing the county's beloved mascot: an alligator named Captain Jack.","""Kill the Alligator and Run""",7.5,John Swartzwelder
1000,Jen Kamerman,"""Kill the Alligator and Run""",Diedrich Bader,19,245,245–1119,1,4/30/2000,BABF16,BABF16,Sheriff,11,11,"Homer has a nervous breakdown when it is revealed on a quiz that he only has three years left to live. To calm him down, the family goes to Florida for vacation--and end up in the middle of a raucous spring break, where Homer joins in on the party and ends up getting himself and his family in trouble for killing the county's beloved mascot: an alligator named Captain Jack.","""Kill the Alligator and Run""",7.5,John Swartzwelder
1000,Nancy Kruse,"""Last Tap Dance in Springfield""",Frank Welker,20,246,246–1120,1,5/7/2000,BABF15,BABF15,Lion,11,11,"Inspired by a movie about a girl who enters a tango contest and wins, Lisa decides to sign up for dance lessons -- and ends up taking tap lessons from a former child star. Meanwhile, Bart and Milhouse hide out at the mall to escape going to summer camp.","""Last Tap Dance in Springfield""",0.0,Julie Thacker
1000,Steven Dean Moore,"""It's a Mad, Mad, Mad, Mad Marge""",Parker Posey,21,247,247–1121,1,5/14/2000,BABF18,BABF18,Becky,11,11,"Otto dumps his fiancee, Becky, at the altar, leaving her to become the Simpsons' latest houseguest, prompting Marge to go insane when Patty and Selma scare Marge with thoughts of Becky replacing Marge as a wife and mother. Meanwhile, Springfield Elementary gives Bart's fourth grade class videocameras (after slashing geography out of the budget) and Bart sets out to create a movie.","""It's a Mad, Mad, Mad, Mad Marge""",0.0,Larry Doyle
1000,Steven Dean Moore,"""It's a Mad, Mad, Mad, Mad Marge""",Marc Wilmore,21,247,247–1121,1,5/14/2000,BABF18,BABF18,Dr. Wilmore,11,11,"Otto dumps his fiancee, Becky, at the altar, leaving her to become the Simpsons' latest houseguest, prompting Marge to go insane when Patty and Selma scare Marge with thoughts of Becky replacing Marge as a wife and mother. Meanwhile, Springfield Elementary gives Bart's fourth grade class videocameras (after slashing geography out of the budget) and Bart sets out to create a movie.","""It's a Mad, Mad, Mad, Mad Marge""",0.0,Larry Doyle
1000,Mark Kirkland,"""Behind the Laughter""",Willie Nelson,22,248,248–1122,1,5/21/2000,BABF19,BABF19,Himself,11,11,"In a parody of VH1's Behind the Music, viewers take an inside look at The Simpsons' rise to fame--and the many scandals, feuds and break-ups that threatened to end the show and split up the family.","""Behind the Laughter""",0.0,"Tim Long, George Meyer, Mike Scully & Matt Selman"
1000,Mark Kirkland,"""Behind the Laughter""",Jim Forbes,22,248,248–1122,1,5/21/2000,BABF19,BABF19,Narrator,11,11,"In a parody of VH1's Behind the Music, viewers take an inside look at The Simpsons' rise to fame--and the many scandals, feuds and break-ups that threatened to end the show and split up the family.","""Behind the Laughter""",0.0,"Tim Long, George Meyer, Mike Scully & Matt Selman"
1000,Shaun Cashman,"""A Tale of Two Springfields""",Frank Welker,2,250,250–1202,1,11/5/2000,BABF20,BABF20,Badger,12,12,"While calling Animal Control over a badger taking residence in Santa's Little Helper's doghouse, Homer discovers that Springfield has two different area codes–and ends up leading a revolt that splits the town in two.","""A Tale of Two Springfields""",16.2,John Swartzwelder
1000,Shaun Cashman,"""A Tale of Two Springfields""",Gary Coleman,2,250,250–1202,1,11/5/2000,BABF20,BABF20,Himself,12,12,"While calling Animal Control over a badger taking residence in Santa's Little Helper's doghouse, Homer discovers that Springfield has two different area codes–and ends up leading a revolt that splits the town in two.","""A Tale of Two Springfields""",16.2,John Swartzwelder
1000,Shaun Cashman,"""A Tale of Two Springfields""",The Who,2,250,250–1202,1,11/5/2000,BABF20,BABF20,Themselves,12,12,"While calling Animal Control over a badger taking residence in Santa's Little Helper's doghouse, Homer discovers that Springfield has two different area codes–and ends up leading a revolt that splits the town in two.","""A Tale of Two Springfields""",16.2,John Swartzwelder
1000,Bob Anderson,"""Insane Clown Poppy""",Jay Mohr,3,251,251–1203,1,11/12/2000,BABF17,BABF17,Christopher Walken,12,12,"Krusty takes parenting lessons from Homer when, during an outdoor book fair, a girl tells Krusty that she is his long-lost daughter from a one-night stand with a female soldier who fought during the first Gulf War.","""Insane Clown Poppy""",16.4,John Frink & Don Payne
1000,Bob Anderson,"""Insane Clown Poppy""",Joe Mantegna,3,251,251–1203,1,11/12/2000,BABF17,BABF17,Fat Tony,12,12,"Krusty takes parenting lessons from Homer when, during an outdoor book fair, a girl tells Krusty that she is his long-lost daughter from a one-night stand with a female soldier who fought during the first Gulf War.","""Insane Clown Poppy""",16.4,John Frink & Don Payne
1000,Bob Anderson,"""Insane Clown Poppy""",Amy Tan,3,251,251–1203,1,11/12/2000,BABF17,BABF17,Herself,12,12,"Krusty takes parenting lessons from Homer when, during an outdoor book fair, a girl tells Krusty that she is his long-lost daughter from a one-night stand with a female soldier who fought during the first Gulf War.","""Insane Clown Poppy""",16.4,John Frink & Don Payne
1000,Bob Anderson,"""Insane Clown Poppy""",John Updike,3,251,251–1203,1,11/12/2000,BABF17,BABF17,Himself,12,12,"Krusty takes parenting lessons from Homer when, during an outdoor book fair, a girl tells Krusty that she is his long-lost daughter from a one-night stand with a female soldier who fought during the first Gulf War.","""Insane Clown Poppy""",16.4,John Frink & Don Payne
1000,Bob Anderson,"""Insane Clown Poppy""",Stephen King,3,251,251–1203,1,11/12/2000,BABF17,BABF17,Himself,12,12,"Krusty takes parenting lessons from Homer when, during an outdoor book fair, a girl tells Krusty that she is his long-lost daughter from a one-night stand with a female soldier who fought during the first Gulf War.","""Insane Clown Poppy""",16.4,John Frink & Don Payne
1000,Bob Anderson,"""Insane Clown Poppy""",Drew Barrymore,3,251,251–1203,1,11/12/2000,BABF17,BABF17,Sophie,12,12,"Krusty takes parenting lessons from Homer when, during an outdoor book fair, a girl tells Krusty that she is his long-lost daughter from a one-night stand with a female soldier who fought during the first Gulf War.","""Insane Clown Poppy""",16.4,John Frink & Don Payne
1000,Steven Dean Moore,"""Lisa the Tree Hugger""",Joshua Jackson,4,252,252–1204,1,11/19/2000,CABF01,CABF01,Jesse Grass,12,12,Lisa falls for the teenaged leader of a militant environmentalist group and tries to impress him by living in Springfield's oldest tree in order to keep it from being cut down.,"""Lisa the Tree Hugger""",14.9,Matt Selman
1000,Neil Affleck,"""Homer vs. Dignity""",Leeza Gibbons,5,253,253–1205,1,11/26/2000,CABF04,CABF04,Herself,12,12,"When the Simpsons once again have financial problems, Mr. Burns pays Homer to play pranks on others and humiliate himself in public. Meanwhile, Smithers creates a Malibu Stacy-themed musical.","""Homer vs. Dignity""",15.0,Rob LaZebnik
1000,Mark Kirkland,"""The Computer Wore Menace Shoes""",Patrick McGoohan,6,254,254–1206,1,12/3/2000,CABF02,CABF02,Number Six,12,12,"Homer decides to buy a computer after turning up to the Plant to find it closed by e-mail. He then creates his own website and it eventually gains attention when he posts gossip. Homer dubs himself as ""Mr. X"" to conceal his identity. When he reveals that he is Mr. X, he becomes drugged into a mysterious island where people who know too much are imprisoned after Homer starts writing conspiracy theories such as flu shots.","""The Computer Wore Menace Shoes""",15.6,John Swartzwelder
1000,Michael Polcino,"""The Great Money Caper""",Edward Norton,7,255,255–1207,1,12/10/2000,CABF03,CABF03,Devon Bradley,12,12,"Homer and Bart become father–son con artists (after Bart is given money out of pity when Homer decided to not take him home), but soon find that they are the ones being had.","""The Great Money Caper""",16.8,Carolyn Omine
1000,Bob Anderson,"""Pokey Mom""",Robert Schimmel,10,258,258–1210,1,1/14/2001,CABF05,CABF05,Convict,12,12,"Marge tries to rehabilitate a convict with remarkable artistic talent. Meanwhile, Homer uses a trash can to fix people's spines.","""Pokey Mom""",15.0,Tom Martin
1000,Bob Anderson,"""Pokey Mom""",Bruce Vilanch,10,258,258–1210,1,1/14/2001,CABF05,CABF05,Himself,12,12,"Marge tries to rehabilitate a convict with remarkable artistic talent. Meanwhile, Homer uses a trash can to fix people's spines.","""Pokey Mom""",15.0,Tom Martin
1000,Bob Anderson,"""Pokey Mom""",Michael Keaton,10,258,258–1210,1,1/14/2001,CABF05,CABF05,Jack Crowley,12,12,"Marge tries to rehabilitate a convict with remarkable artistic talent. Meanwhile, Homer uses a trash can to fix people's spines.","""Pokey Mom""",15.0,Tom Martin
1000,Bob Anderson,"""Pokey Mom""",Charles Napier,10,258,258–1210,1,1/14/2001,CABF05,CABF05,Warden,12,12,"Marge tries to rehabilitate a convict with remarkable artistic talent. Meanwhile, Homer uses a trash can to fix people's spines.","""Pokey Mom""",15.0,Tom Martin
1000,Matthew Nastuk,"""Worst Episode Ever""",Tom Savini,11,259,259–1211,1,2/4/2001,CABF08,CABF08,Himself,12,12,"Bart and Milhouse are banned from The Android Dungeon after stopping Comic Book Guy from buying a box of priceless Star Wars memorabilia for $5, but are hired as his replacements when Comic Book Guy has a heart attack and is advised to leave his job in order to make friends.","""Worst Episode Ever""",18.5,Larry Doyle
1000,Jen Kamerman,"""Tennis the Menace""",Serena Williams,12,260,260–1212,1,2/11/2001,CABF07,CABF07,Herself,12,12,"While making funeral arrangements for Grampa's future, the funeral planner pitches the idea of a mausoleum that uses the same amount of cement as a full-sized tennis court. This prompts Homer to instead build a tennis court in his backyard, initially mistaking the sport for ""Foxy Boxing"". The tennis court makes Marge and Homer popular in town, but it turns out that this is only because Homer's inferior tennis ability makes them an easy target. Bart on the other hand, shines as a natural.","""Tennis the Menace""",14.0,Ian Maxtone-Graham
1000,Jen Kamerman,"""Tennis the Menace""",Venus Williams,12,260,260–1212,1,2/11/2001,CABF07,CABF07,Herself,12,12,"While making funeral arrangements for Grampa's future, the funeral planner pitches the idea of a mausoleum that uses the same amount of cement as a full-sized tennis court. This prompts Homer to instead build a tennis court in his backyard, initially mistaking the sport for ""Foxy Boxing"". The tennis court makes Marge and Homer popular in town, but it turns out that this is only because Homer's inferior tennis ability makes them an easy target. Bart on the other hand, shines as a natural.","""Tennis the Menace""",14.0,Ian Maxtone-Graham
1000,Jen Kamerman,"""Tennis the Menace""",Andre Agassi,12,260,260–1212,1,2/11/2001,CABF07,CABF07,Himself,12,12,"While making funeral arrangements for Grampa's future, the funeral planner pitches the idea of a mausoleum that uses the same amount of cement as a full-sized tennis court. This prompts Homer to instead build a tennis court in his backyard, initially mistaking the sport for ""Foxy Boxing"". The tennis court makes Marge and Homer popular in town, but it turns out that this is only because Homer's inferior tennis ability makes them an easy target. Bart on the other hand, shines as a natural.","""Tennis the Menace""",14.0,Ian Maxtone-Graham
1000,Jen Kamerman,"""Tennis the Menace""",Pete Sampras,12,260,260–1212,1,2/11/2001,CABF07,CABF07,Himself,12,12,"While making funeral arrangements for Grampa's future, the funeral planner pitches the idea of a mausoleum that uses the same amount of cement as a full-sized tennis court. This prompts Homer to instead build a tennis court in his backyard, initially mistaking the sport for ""Foxy Boxing"". The tennis court makes Marge and Homer popular in town, but it turns out that this is only because Homer's inferior tennis ability makes them an easy target. Bart on the other hand, shines as a natural.","""Tennis the Menace""",14.0,Ian Maxtone-Graham
1000,Michael Marcantel,"""Day of the Jackanapes""",Gary Coleman,13,261,261–1213,1,2/18/2001,CABF10,CABF10,Himself,12,12,"Krusty announces his retirement due to interference from network executives and the growing popularity of the big-money game show ""Me Wantee"", but when Krusty reveals to Sideshow Bob that all of the episodes featuring him have been erased, Sideshow Bob uses Krusty's biggest fan (Bart) to murder him during Krusty's farewell show.","""Day of the Jackanapes""",15.4,Al Jean
1000,Michael Marcantel,"""Day of the Jackanapes""",Kelsey Grammer,13,261,261–1213,1,2/18/2001,CABF10,CABF10,Sideshow Bob,12,12,"Krusty announces his retirement due to interference from network executives and the growing popularity of the big-money game show ""Me Wantee"", but when Krusty reveals to Sideshow Bob that all of the episodes featuring him have been erased, Sideshow Bob uses Krusty's biggest fan (Bart) to murder him during Krusty's farewell show.","""Day of the Jackanapes""",15.4,Al Jean
1000,Steven Dean Moore,"""New Kids on the Blecch""",'N Sync,14,262,262–1214,1,2/25/2001,CABF12,CABF12,Themselves,12,12,"A music producer selects Bart, Nelson, Milhouse and Ralph to be members of the next hit boy band, who record subliminal songs about joining the Navy.","""New Kids on the Blecch""",18.1,Tim Long
1000,Nancy Kruse,"""Hungry, Hungry Homer""",Stacy Keach,15,263,263–1215,1,3/4/2001,CABF09,CABF09,Howard K. Duff VIII,12,12,"Homer becomes a Good Samaritan after discovering the simple joys of helping people in need–which is put to the test when he goes on a hunger strike after the owner of the Springfield Isotopes attempts to discredit him when Homer stumbles on his plot to discreetly move the team to Albuquerque, New Mexico.","""Hungry, Hungry Homer""",17.6,John Swartzwelder
1000,Lauren MacMullan,"""Bye Bye Nerdie""",Kathy Griffin,16,264,264–1216,1,3/11/2001,CABF11,CABF11,Francine,12,12,"When Lisa becomes the target of a female bully, Lisa discovers a scientific reason as to why bullies pick on nerds. Meanwhile, Homer goes into the baby-proofing business, which is threatening the businesses of pediatricians and greeting card salesmen.","""Bye, Bye, Nerdie""",16.1,John Frink & Don Payne
1000,Lauren MacMullan,"""Bye Bye Nerdie""",Jan Hooks,16,264,264–1216,1,3/11/2001,CABF11,CABF11,Manjula Nahasapeemapetilon,12,12,"When Lisa becomes the target of a female bully, Lisa discovers a scientific reason as to why bullies pick on nerds. Meanwhile, Homer goes into the baby-proofing business, which is threatening the businesses of pediatricians and greeting card salesmen.","""Bye, Bye, Nerdie""",16.1,John Frink & Don Payne
1000,Mark Kirkland,"""Simpson Safari""",Frank Welker,17,265,265–1217,1,4/1/2001,CABF13,CABF13,Various animals,12,12,"When the Simpsons run out of food thanks to a bag boy strike (caused by Homer), the family finds an old box of animal crackers with a sweepstakes that sends The Simpsons to Africa.","""Simpson Safari""",13.3,John Swartzwelder
1000,Mike B. Anderson,"""Trilogy of Error""",Joe Mantegna,18,266,266–1218,1,4/29/2001,CABF14,CABF14,Fat Tony,12,12,"Homer's rush to the hospital to reattach his thumb, Lisa's rush to school to win the science fair, and Bart's run-in with an illegal fireworks scheme are interconnected in a parody of Go and Run Lola Run.","""Trilogy of Error""",14.4,Matt Selman
1000,Mike B. Anderson,"""Trilogy of Error""",Frankie Muniz,18,266,266–1218,1,4/29/2001,CABF14,CABF14,Thelonius,12,12,"Homer's rush to the hospital to reattach his thumb, Lisa's rush to school to win the science fair, and Bart's run-in with an illegal fireworks scheme are interconnected in a parody of Go and Run Lola Run.","""Trilogy of Error""",14.4,Matt Selman
